image_path,label_path,label_mean
/data/datasets/fujian_gis_data/train/images/train_0_667.png,/data/datasets/fujian_gis_data/train/labels/train_0_667.png,63.58755111694336
/data/datasets/fujian_gis_data/train/images/train_0_1858.png,/data/datasets/fujian_gis_data/train/labels/train_0_1858.png,67.98015594482422
/data/datasets/fujian_gis_data/train/images/train_0_1066.png,/data/datasets/fujian_gis_data/train/labels/train_0_1066.png,63.82749557495117
/data/datasets/fujian_gis_data/train/images/train_0_1722.png,/data/datasets/fujian_gis_data/train/labels/train_0_1722.png,65.31839370727539
/data/datasets/fujian_gis_data/train/images/train_0_1990.png,/data/datasets/fujian_gis_data/train/labels/train_0_1990.png,63.05253982543945
/data/datasets/fujian_gis_data/train/images/train_0_1767.png,/data/datasets/fujian_gis_data/train/labels/train_0_1767.png,59.99746322631836
/data/datasets/fujian_gis_data/train/images/train_0_801.png,/data/datasets/fujian_gis_data/train/labels/train_0_801.png,55.947914123535156
/data/datasets/fujian_gis_data/train/images/train_0_1859.png,/data/datasets/fujian_gis_data/train/labels/train_0_1859.png,61.51268005371094
/data/datasets/fujian_gis_data/train/images/train_0_1923.png,/data/datasets/fujian_gis_data/train/labels/train_0_1923.png,59.63981628417969
/data/datasets/fujian_gis_data/train/images/train_0_1685.png,/data/datasets/fujian_gis_data/train/labels/train_0_1685.png,56.456661224365234
/data/datasets/fujian_gis_data/train/images/train_0_1523.png,/data/datasets/fujian_gis_data/train/labels/train_0_1523.png,66.86052322387695
/data/datasets/fujian_gis_data/train/images/train_0_1257.png,/data/datasets/fujian_gis_data/train/labels/train_0_1257.png,60.92578887939453
/data/datasets/fujian_gis_data/train/images/train_0_734.png,/data/datasets/fujian_gis_data/train/labels/train_0_734.png,64.2451286315918
/data/datasets/fujian_gis_data/train/images/train_0_1894.png,/data/datasets/fujian_gis_data/train/labels/train_0_1894.png,55.96834182739258
/data/datasets/fujian_gis_data/train/images/train_0_2052.png,/data/datasets/fujian_gis_data/train/labels/train_0_2052.png,59.50136184692383
/data/datasets/fujian_gis_data/train/images/train_1_4803.png,/data/datasets/fujian_gis_data/train/labels/train_1_4803.png,57.539329528808594
/data/datasets/fujian_gis_data/train/images/train_0_1698.png,/data/datasets/fujian_gis_data/train/labels/train_0_1698.png,57.21183776855469
/data/datasets/fujian_gis_data/train/images/train_1_2408.png,/data/datasets/fujian_gis_data/train/labels/train_1_2408.png,56.83279037475586
/data/datasets/fujian_gis_data/train/images/train_1_2480.png,/data/datasets/fujian_gis_data/train/labels/train_1_2480.png,57.98322677612305
/data/datasets/fujian_gis_data/train/images/train_0_862.png,/data/datasets/fujian_gis_data/train/labels/train_0_862.png,66.01228713989258
/data/datasets/fujian_gis_data/train/images/train_0_1686.png,/data/datasets/fujian_gis_data/train/labels/train_0_1686.png,58.990020751953125
/data/datasets/fujian_gis_data/train/images/train_0_1857.png,/data/datasets/fujian_gis_data/train/labels/train_0_1857.png,67.55571365356445
/data/datasets/fujian_gis_data/train/images/train_0_1193.png,/data/datasets/fujian_gis_data/train/labels/train_0_1193.png,56.036434173583984
/data/datasets/fujian_gis_data/train/images/train_0_1655.png,/data/datasets/fujian_gis_data/train/labels/train_0_1655.png,58.40864181518555
/data/datasets/fujian_gis_data/train/images/train_1_3314.png,/data/datasets/fujian_gis_data/train/labels/train_1_3314.png,56.49524688720703
/data/datasets/fujian_gis_data/train/images/train_0_1896.png,/data/datasets/fujian_gis_data/train/labels/train_0_1896.png,58.426475524902344
/data/datasets/fujian_gis_data/train/images/train_0_1400.png,/data/datasets/fujian_gis_data/train/labels/train_0_1400.png,58.06947708129883
/data/datasets/fujian_gis_data/train/images/train_0_1753.png,/data/datasets/fujian_gis_data/train/labels/train_0_1753.png,56.900882720947266
/data/datasets/fujian_gis_data/train/images/train_1_3451.png,/data/datasets/fujian_gis_data/train/labels/train_1_3451.png,57.52246856689453
/data/datasets/fujian_gis_data/train/images/train_0_1190.png,/data/datasets/fujian_gis_data/train/labels/train_0_1190.png,64.09954071044922
/data/datasets/fujian_gis_data/train/images/train_0_1191.png,/data/datasets/fujian_gis_data/train/labels/train_0_1191.png,61.24063491821289
/data/datasets/fujian_gis_data/train/images/train_1_3741.png,/data/datasets/fujian_gis_data/train/labels/train_1_3741.png,55.87268829345703
/data/datasets/fujian_gis_data/train/images/train_0_1326.png,/data/datasets/fujian_gis_data/train/labels/train_0_1326.png,56.36878967285156
