image_path,label_path,label_mean
/data/datasets/fujian_gis_data/train/images/train_1_4943.png,/data/datasets/fujian_gis_data/train/labels/train_1_4943.png,45.40721893310547
/data/datasets/fujian_gis_data/train/images/train_1_3619.png,/data/datasets/fujian_gis_data/train/labels/train_1_3619.png,45.45164108276367
/data/datasets/fujian_gis_data/train/images/train_1_2151.png,/data/datasets/fujian_gis_data/train/labels/train_1_2151.png,45.43964385986328
/data/datasets/fujian_gis_data/train/images/train_1_3893.png,/data/datasets/fujian_gis_data/train/labels/train_1_3893.png,46.1079216003418
/data/datasets/fujian_gis_data/train/images/train_1_4248.png,/data/datasets/fujian_gis_data/train/labels/train_1_4248.png,39.47896957397461
/data/datasets/fujian_gis_data/train/images/train_1_1858.png,/data/datasets/fujian_gis_data/train/labels/train_1_1858.png,43.41081619262695
/data/datasets/fujian_gis_data/train/images/train_0_1349.png,/data/datasets/fujian_gis_data/train/labels/train_0_1349.png,49.26708221435547
/data/datasets/fujian_gis_data/train/images/train_1_3886.png,/data/datasets/fujian_gis_data/train/labels/train_1_3886.png,44.318389892578125
/data/datasets/fujian_gis_data/train/images/train_1_3810.png,/data/datasets/fujian_gis_data/train/labels/train_1_3810.png,39.177093505859375
/data/datasets/fujian_gis_data/train/images/train_1_5075.png,/data/datasets/fujian_gis_data/train/labels/train_1_5075.png,48.07838439941406
/data/datasets/fujian_gis_data/train/images/train_1_4591.png,/data/datasets/fujian_gis_data/train/labels/train_1_4591.png,49.86661911010742
/data/datasets/fujian_gis_data/train/images/train_1_2964.png,/data/datasets/fujian_gis_data/train/labels/train_1_2964.png,48.80470275878906
/data/datasets/fujian_gis_data/train/images/train_1_3534.png,/data/datasets/fujian_gis_data/train/labels/train_1_3534.png,42.383270263671875
/data/datasets/fujian_gis_data/train/images/train_0_1491.png,/data/datasets/fujian_gis_data/train/labels/train_0_1491.png,40.148868560791016
/data/datasets/fujian_gis_data/train/images/train_0_1541.png,/data/datasets/fujian_gis_data/train/labels/train_0_1541.png,39.509124755859375
/data/datasets/fujian_gis_data/train/images/train_0_1279.png,/data/datasets/fujian_gis_data/train/labels/train_0_1279.png,52.37760543823242
/data/datasets/fujian_gis_data/train/images/train_1_1926.png,/data/datasets/fujian_gis_data/train/labels/train_1_1926.png,38.092803955078125
/data/datasets/fujian_gis_data/train/images/train_1_4313.png,/data/datasets/fujian_gis_data/train/labels/train_1_4313.png,51.90614700317383
/data/datasets/fujian_gis_data/train/images/train_1_4515.png,/data/datasets/fujian_gis_data/train/labels/train_1_4515.png,47.97981262207031
/data/datasets/fujian_gis_data/train/images/train_1_2628.png,/data/datasets/fujian_gis_data/train/labels/train_1_2628.png,54.91874694824219
/data/datasets/fujian_gis_data/train/images/train_1_4602.png,/data/datasets/fujian_gis_data/train/labels/train_1_4602.png,37.676143646240234
/data/datasets/fujian_gis_data/train/images/train_0_1337.png,/data/datasets/fujian_gis_data/train/labels/train_0_1337.png,43.02431106567383
/data/datasets/fujian_gis_data/train/images/train_1_3546.png,/data/datasets/fujian_gis_data/train/labels/train_1_3546.png,41.305789947509766
/data/datasets/fujian_gis_data/train/images/train_1_4783.png,/data/datasets/fujian_gis_data/train/labels/train_1_4783.png,39.40244674682617
/data/datasets/fujian_gis_data/train/images/train_1_3898.png,/data/datasets/fujian_gis_data/train/labels/train_1_3898.png,46.3702392578125
/data/datasets/fujian_gis_data/train/images/train_1_2062.png,/data/datasets/fujian_gis_data/train/labels/train_1_2062.png,39.50101852416992
/data/datasets/fujian_gis_data/train/images/train_1_2149.png,/data/datasets/fujian_gis_data/train/labels/train_1_2149.png,37.93327331542969
/data/datasets/fujian_gis_data/train/images/train_1_4845.png,/data/datasets/fujian_gis_data/train/labels/train_1_4845.png,40.378761291503906
/data/datasets/fujian_gis_data/train/images/train_1_3615.png,/data/datasets/fujian_gis_data/train/labels/train_1_3615.png,44.21592712402344
/data/datasets/fujian_gis_data/train/images/train_1_3349.png,/data/datasets/fujian_gis_data/train/labels/train_1_3349.png,40.2720832824707
/data/datasets/fujian_gis_data/train/images/train_0_1697.png,/data/datasets/fujian_gis_data/train/labels/train_0_1697.png,44.45035934448242
/data/datasets/fujian_gis_data/train/images/train_1_4643.png,/data/datasets/fujian_gis_data/train/labels/train_1_4643.png,37.49067306518555
/data/datasets/fujian_gis_data/train/images/train_1_2896.png,/data/datasets/fujian_gis_data/train/labels/train_1_2896.png,46.97399139404297
/data/datasets/fujian_gis_data/train/images/train_1_5093.png,/data/datasets/fujian_gis_data/train/labels/train_1_5093.png,43.199729919433594
/data/datasets/fujian_gis_data/train/images/train_1_4036.png,/data/datasets/fujian_gis_data/train/labels/train_1_4036.png,49.891910552978516
/data/datasets/fujian_gis_data/train/images/train_1_4169.png,/data/datasets/fujian_gis_data/train/labels/train_1_4169.png,42.49610900878906
/data/datasets/fujian_gis_data/train/images/train_1_4525.png,/data/datasets/fujian_gis_data/train/labels/train_1_4525.png,43.08591842651367
/data/datasets/fujian_gis_data/train/images/train_1_3542.png,/data/datasets/fujian_gis_data/train/labels/train_1_3542.png,46.84720993041992
/data/datasets/fujian_gis_data/train/images/train_1_3463.png,/data/datasets/fujian_gis_data/train/labels/train_1_3463.png,44.21689987182617
/data/datasets/fujian_gis_data/train/images/train_1_2425.png,/data/datasets/fujian_gis_data/train/labels/train_1_2425.png,42.843055725097656
/data/datasets/fujian_gis_data/train/images/train_0_1821.png,/data/datasets/fujian_gis_data/train/labels/train_0_1821.png,49.446067810058594
/data/datasets/fujian_gis_data/train/images/train_1_3549.png,/data/datasets/fujian_gis_data/train/labels/train_1_3549.png,50.206756591796875
/data/datasets/fujian_gis_data/train/images/train_0_1616.png,/data/datasets/fujian_gis_data/train/labels/train_0_1616.png,49.38770294189453
/data/datasets/fujian_gis_data/train/images/train_1_4034.png,/data/datasets/fujian_gis_data/train/labels/train_1_4034.png,47.09623336791992
/data/datasets/fujian_gis_data/train/images/train_1_2846.png,/data/datasets/fujian_gis_data/train/labels/train_1_2846.png,39.87876892089844
/data/datasets/fujian_gis_data/train/images/train_1_5131.png,/data/datasets/fujian_gis_data/train/labels/train_1_5131.png,37.95013427734375
/data/datasets/fujian_gis_data/train/images/train_1_2987.png,/data/datasets/fujian_gis_data/train/labels/train_1_2987.png,44.33330535888672
/data/datasets/fujian_gis_data/train/images/train_1_3206.png,/data/datasets/fujian_gis_data/train/labels/train_1_3206.png,47.13481903076172
