image_path,label_path,label_mean
/data/datasets/fujian_gis_data/train/images/train_1_2217.png,/data/datasets/fujian_gis_data/train/labels/train_1_2217.png,33.91679763793945
/data/datasets/fujian_gis_data/train/images/train_1_4248.png,/data/datasets/fujian_gis_data/train/labels/train_1_4248.png,39.47896957397461
/data/datasets/fujian_gis_data/train/images/train_1_1858.png,/data/datasets/fujian_gis_data/train/labels/train_1_1858.png,43.41081619262695
/data/datasets/fujian_gis_data/train/images/train_1_3813.png,/data/datasets/fujian_gis_data/train/labels/train_1_3813.png,35.070152282714844
/data/datasets/fujian_gis_data/train/images/train_1_5165.png,/data/datasets/fujian_gis_data/train/labels/train_1_5165.png,29.625682830810547
/data/datasets/fujian_gis_data/train/images/train_1_3886.png,/data/datasets/fujian_gis_data/train/labels/train_1_3886.png,44.318389892578125
/data/datasets/fujian_gis_data/train/images/train_1_3810.png,/data/datasets/fujian_gis_data/train/labels/train_1_3810.png,39.177093505859375
/data/datasets/fujian_gis_data/train/images/train_1_2002.png,/data/datasets/fujian_gis_data/train/labels/train_1_2002.png,35.812034606933594
/data/datasets/fujian_gis_data/train/images/train_1_3534.png,/data/datasets/fujian_gis_data/train/labels/train_1_3534.png,42.383270263671875
/data/datasets/fujian_gis_data/train/images/train_1_2770.png,/data/datasets/fujian_gis_data/train/labels/train_1_2770.png,36.847686767578125
/data/datasets/fujian_gis_data/train/images/train_0_1491.png,/data/datasets/fujian_gis_data/train/labels/train_0_1491.png,40.148868560791016
/data/datasets/fujian_gis_data/train/images/train_0_1541.png,/data/datasets/fujian_gis_data/train/labels/train_0_1541.png,39.509124755859375
/data/datasets/fujian_gis_data/train/images/train_1_3759.png,/data/datasets/fujian_gis_data/train/labels/train_1_3759.png,34.89570617675781
/data/datasets/fujian_gis_data/train/images/train_1_1926.png,/data/datasets/fujian_gis_data/train/labels/train_1_1926.png,38.092803955078125
/data/datasets/fujian_gis_data/train/images/train_1_4602.png,/data/datasets/fujian_gis_data/train/labels/train_1_4602.png,37.676143646240234
/data/datasets/fujian_gis_data/train/images/train_1_2837.png,/data/datasets/fujian_gis_data/train/labels/train_1_2837.png,35.792903900146484
/data/datasets/fujian_gis_data/train/images/train_0_1337.png,/data/datasets/fujian_gis_data/train/labels/train_0_1337.png,43.02431106567383
/data/datasets/fujian_gis_data/train/images/train_1_3546.png,/data/datasets/fujian_gis_data/train/labels/train_1_3546.png,41.305789947509766
/data/datasets/fujian_gis_data/train/images/train_1_4783.png,/data/datasets/fujian_gis_data/train/labels/train_1_4783.png,39.40244674682617
/data/datasets/fujian_gis_data/train/images/train_1_2135.png,/data/datasets/fujian_gis_data/train/labels/train_1_2135.png,34.68137741088867
/data/datasets/fujian_gis_data/train/images/train_1_2062.png,/data/datasets/fujian_gis_data/train/labels/train_1_2062.png,39.50101852416992
/data/datasets/fujian_gis_data/train/images/train_1_2149.png,/data/datasets/fujian_gis_data/train/labels/train_1_2149.png,37.93327331542969
/data/datasets/fujian_gis_data/train/images/train_1_4845.png,/data/datasets/fujian_gis_data/train/labels/train_1_4845.png,40.378761291503906
/data/datasets/fujian_gis_data/train/images/train_1_3615.png,/data/datasets/fujian_gis_data/train/labels/train_1_3615.png,44.21592712402344
/data/datasets/fujian_gis_data/train/images/train_1_3349.png,/data/datasets/fujian_gis_data/train/labels/train_1_3349.png,40.2720832824707
/data/datasets/fujian_gis_data/train/images/train_1_4643.png,/data/datasets/fujian_gis_data/train/labels/train_1_4643.png,37.49067306518555
/data/datasets/fujian_gis_data/train/images/train_1_5093.png,/data/datasets/fujian_gis_data/train/labels/train_1_5093.png,43.199729919433594
/data/datasets/fujian_gis_data/train/images/train_1_4169.png,/data/datasets/fujian_gis_data/train/labels/train_1_4169.png,42.49610900878906
/data/datasets/fujian_gis_data/train/images/train_1_4525.png,/data/datasets/fujian_gis_data/train/labels/train_1_4525.png,43.08591842651367
/data/datasets/fujian_gis_data/train/images/train_1_3463.png,/data/datasets/fujian_gis_data/train/labels/train_1_3463.png,44.21689987182617
/data/datasets/fujian_gis_data/train/images/train_1_2425.png,/data/datasets/fujian_gis_data/train/labels/train_1_2425.png,42.843055725097656
/data/datasets/fujian_gis_data/train/images/train_1_2846.png,/data/datasets/fujian_gis_data/train/labels/train_1_2846.png,39.87876892089844
/data/datasets/fujian_gis_data/train/images/train_1_5131.png,/data/datasets/fujian_gis_data/train/labels/train_1_5131.png,37.95013427734375
/data/datasets/fujian_gis_data/train/images/train_1_3835.png,/data/datasets/fujian_gis_data/train/labels/train_1_3835.png,39.761390686035156
/data/datasets/fujian_gis_data/train/images/train_0_1421.png,/data/datasets/fujian_gis_data/train/labels/train_0_1421.png,32.145423889160156
/data/datasets/fujian_gis_data/train/images/train_1_4573.png,/data/datasets/fujian_gis_data/train/labels/train_1_4573.png,33.98683547973633
/data/datasets/fujian_gis_data/train/images/train_0_1834.png,/data/datasets/fujian_gis_data/train/labels/train_0_1834.png,44.01165008544922
/data/datasets/fujian_gis_data/train/images/train_0_1545.png,/data/datasets/fujian_gis_data/train/labels/train_0_1545.png,44.16177749633789
/data/datasets/fujian_gis_data/train/images/train_1_3323.png,/data/datasets/fujian_gis_data/train/labels/train_1_3323.png,34.893436431884766
/data/datasets/fujian_gis_data/train/images/train_1_2967.png,/data/datasets/fujian_gis_data/train/labels/train_1_2967.png,39.787330627441406
/data/datasets/fujian_gis_data/train/images/train_1_3414.png,/data/datasets/fujian_gis_data/train/labels/train_1_3414.png,36.033172607421875
/data/datasets/fujian_gis_data/train/images/train_0_1890.png,/data/datasets/fujian_gis_data/train/labels/train_0_1890.png,31.396408081054688
/data/datasets/fujian_gis_data/train/images/train_1_2074.png,/data/datasets/fujian_gis_data/train/labels/train_1_2074.png,44.155616760253906
/data/datasets/fujian_gis_data/train/images/train_1_3190.png,/data/datasets/fujian_gis_data/train/labels/train_1_3190.png,33.957977294921875
/data/datasets/fujian_gis_data/train/images/train_1_3195.png,/data/datasets/fujian_gis_data/train/labels/train_1_3195.png,40.171241760253906
/data/datasets/fujian_gis_data/train/images/train_0_1985.png,/data/datasets/fujian_gis_data/train/labels/train_0_1985.png,38.71601104736328
/data/datasets/fujian_gis_data/train/images/train_1_4109.png,/data/datasets/fujian_gis_data/train/labels/train_1_4109.png,36.51176452636719
/data/datasets/fujian_gis_data/train/images/train_1_3067.png,/data/datasets/fujian_gis_data/train/labels/train_1_3067.png,30.945053100585938
/data/datasets/fujian_gis_data/train/images/train_1_2344.png,/data/datasets/fujian_gis_data/train/labels/train_1_2344.png,37.38626480102539
/data/datasets/fujian_gis_data/train/images/train_1_4299.png,/data/datasets/fujian_gis_data/train/labels/train_1_4299.png,29.6026611328125
/data/datasets/fujian_gis_data/train/images/train_1_3888.png,/data/datasets/fujian_gis_data/train/labels/train_1_3888.png,41.41214370727539
